떡뻐킷ㄷㄱㄷㄱ,n,,,
오 오뱅화,n,,,
오방화오방화,n,,,
오오,su,,,
dh,n,,,
선하~,n,,,
ㅅㄴㅅㄴ,n,,,
서나,n,,,
ㄷㄱㄷㄱ,n,,,
오,su,,,
ㅅㄴㅅㄴ,n,,,
선하선하~,n,,,
떡볶이 조아~~,n,,,
오오,su,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
서나서나,n,,,
히히 ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
ㄷㄱㄷㄱ,n,,,
오방화,n,,,
ㅅㄴㅅㄴ,n,,,
오오오,su,,,
서나,n,,,
ㅅㄴㅅㄴ~,n,,,
맛있겠다,n,,,
와,su,,,
우아아앙,su,,,
오오ㅗ옹,su,,,
ㅅㄴㅅㄴ,n,,,
오오,su,,,
ㅅㄴㅅㄴ~~,n,,,
ㅅㄴ,n,,,
맛있겠다,n,,,
꺆,su,,,
무슨떡버킷,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
오ㅓ,n,,,
ㅅㄴㅅㄴ,n,,,
대박!,su,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ~~,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
오오오,su,,,
오방화~~~,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
!!,n,,,
와아~~~,su,,,
오오,su,,,
ㅅㄴㅅㄴㅅ,n,,,
떠복이 하이,n,,,
ㅅㄴㅅㄴㅅㄴㅇ,n,,,
반가워요,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴㅅㄴㅅㄴ,n,,,
ohhhhhhhhh,su,,,
먹방 좋지,n,,,
ㅅㄴㅅㄴㅅㄴㅅㄴㅅㄴㅅㄴ,n,,,
와 떡뻐킷~~~,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴㅅㄴ~~,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴ,n,,,
낵ㅇ아 바로온다니니ㅣ이리이미,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
HeyGuys HeyGuys,n,,,
ㅅㄴㅅㄴ,n,,,
선하선하~,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
떡볶이!!,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
엽떡이려나,n,,,
서나서나~~~,n,,,
와아,su,,,
서나서나,n,,,
떡볶이 맛있겠구먼,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
떡복이,n,,,
오 떡볶이,n,,,
ㅅㄴㅅㄴ,n,,,
오,su,,,
ㅅㄴㅅㄴ,n,,,
하이하이~~~,n,,,
ㅅㄴㅅㄴ,n,,,
ㅅㄴㅅㄴ,n,,,
헣,n,,,
tsts,n,,,
ㅅㄴㅅㄴ,n,,,
우앙 떡볶이~~,n,,,
ㅅㄴㅅㄴ~!!,n,,,
ㅅㄴㅅㄴㅅㄴㅅㄴ,n,,,
선하~~,n,,,
떡볶이이이,n,,,
ㅅㄴㅅㄴ,n,,,
서나~,n,,,
서나서나,n,,,
서나서나~~,n,,,
이야ㅑㅑㅑ,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
오오 먹방 좋아,su,,,
떡볶이 조아조아,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
와떡볶이,n,,,
오호 떡볶이,n,,,
!업타임,n,,,
ㅅㄴㅅㄴ~~,n,,,
방송시간: 32 seconds,n,,,
떡뻣킷,n,,,
와 떡볶이...,su,,,
오늘의 노래는?,n,,,
떡볶이라니,n,,,
방송 업타임: 0 시간 00 분 32 초,n,,,
엽떡 먹고싶다,n,,,
ㅅㄴㅅㄴ,n,,,
서나서나~~~,n,,,
소크라테스?,n,,,
ㅅㄴㅅㄴ,n,,,
오방화,n,,,
ㅅㄴㅅㄴ,n,,,
떡볶이 조아,n,,,
오늘 곡은?!,n,,,
헐 ㅋ덕볶이,su,,,
서나서나,n,,,
먹방조아,n,,,
오,su,,,
떡볶이 개조아,n,,,
오,su,,,
떡볶이 맛있겠다,n,,,
오옹,su,,,
떡볶이개맛잇겟다...,n,,,
서나서나!!!,n,,,
오오오,su,,,
떡하 ㅅㄴㅅㄴ,n,,,
마싯갯다,n,,,
ㅅㄴㅅㄴ,n,,,
오오,su,,,
오우,su,,,
오,su,,,
오,su,,,
떡 볶 이 조 아,n,,,
하위,n,,,
ㅅㄴㅅㄴㅅㄴㅅㄴ,n,,,
왕,su,,,
오,su,,,
오늘의 오프닝곡은?,n,,,
오,su,,,
요오,su,,,
선하선하!!!,n,,,
떡뻐킷 먹방 가즈아,n,,,
깜짝이야,su,,,
깜짝이야 ㅋㅋㅋㅋ,su,,,
와 떡볶이~!!!!!!,n,,,
선하~~,n,,,
ㅅㄴㅅ,n,,,
오 노래 뭐야,n,,,
휘휘휘~~~~~,n,,,
휘휘,n,,,
오,su,,,
오오,su,,,
오,su,,,
오,su,,,
우와~~~,su,,,
덕복기라니~~~~~,n,,,
혹시 철학 떡뽁긴가,n,,,
놀래라,su,,,
에에ㅔㅔ,su,,,
오늘의 노래는?,n,,,
오 소크라테스?,n,,,
ㅅㄴㅅㄴ,n,,,
와아 떡뻐킷 조아,su,,,
떡볶이~~,n,,,
ㅅㄴㅅㄴ~~,n,,,
깜짝아,su,,,
((,n,,,
!방제,n,,,
쀼쀼쀼~,j,,,
신난다~~~,j,,,
부럽네요 선바님,n,,,
뭐야,n,,,
깜짝아 ㅋㅋㅋㅋ,su,,,
ㅅㄴㅅㄴ,n,,,
오,su,,,
((,n,,,
)),n,,,
오오오,su,,,
)),n,,,
ㅅㄴㅅㄴ,n,,,
떡볶이~~~~,n,,,
ㅅㄴㅅㄴ,n,,,
와~~~~~~~~~,su,,,
현재 방송제목: 떡볶이시킴,n,,,
오오오,su,,,
와아아아아,su,,,
예에에에에,su,,,
서나서나,n,,,
올올,su,,,
휘휘휘~~~,j,,,
(,n,,,
((,n,,,
악 깜짞아,n,,,
)),n,,,
)),n,,,
와!!!!!!!!!!!!!!!!!!,su,,,
ㄷㄱㄷㄱ,n,,,
우아,su,,,
오오오,su,,,
)),n,,,
나두 떡볶이..,n,,,
깜짝이얔ㅋㅋㅋㅋㅋㅋ,su,,,
쿵짝 쿵짝,n,,,
ㅅㄴㅅㄴㅅㄴ,n,,,
((,n,,,
)),n,,,
어우 깜짝아,su,,,
떡뻐킷~~,n,,,
((,n,,,
헐나도떡볶이시킴~~~~ 오예,n,,,
뻐킷,n,,,
((,n,,,
와!!,su,,,
)),n,,,
와 개신나,j,,,
((,n,,,
((,n,,,
((,n,,,
깜짝아 ㅋㅋㅋㅋㅋㅋㅋ,su,,,
)),n,,,
노래 좋다,n,,,
떡뻐킷 ㅋㅌㅌㅌㅌㅋㅋ,n,,,
ㅅㄴㅅㄴ,n,,,
)),n,,,
쀼쀼~,j,,,
))),n,,,
서나,n,,,
노래 놀래라,n,,,
ㅇㄴ,n,,,
떡볶이 부럽,n,,,
sunbaTwerk sunbaTwerk,n,,,
((,n,,,
((,n,,,
)),n,,,
((,n,,,
((,n,,,
ㅅㄴㅅㄴ,n,,,
((,n,,,
삑삑삑,n,,,
와아 신난다~~,j,,,
?,q,,,
ㅅㄴㅅㄴ,n,,,
ㅇㄴ,n,,,
((,n,,,
ㅅㄴㅅㄴ~~~,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아나ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
!업타임,n,,,
ㅅㄴㅅㄴ,n,,,
??????,q,,,
)),n,,,
ㅋㅋㅋㅋㅋㅋㅋ,j,,,
방송시간: channel is not live,n,,,
엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
(9,n,,,
?,n,,,
무슨덕복기에여~~,n,,,
앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
?,q,,,
((,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
)),n,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
????,q,,,
?,q,,,
뿌뿌,n,,,
개웃겨,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅇㄴㅋㅋㅋㅋㅋㅋ,j,,,
뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
((,n,,,
아닠ㅋㅋㅋㅋㅋㅋ,j,,,
??,q,,,
)),n,,,
????,q,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
?,q,,,
개웃기네,j,,,
(),n,,,
?ㅍㅂㅋㄱㄱ ㄱㄱㄱㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아뭐야,d,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이게 뭐얔ㅋㅋㄱㅋ,j,,,
아니 이게 뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
딱선준,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
????,q,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
오,su,,,
곡 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이게 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아닠ㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
뭐하세요,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
???,q,,,
ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이게ㅝ야,d,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
떡볶이!,n,,,
눈눈ㄴ는ㄴ는ㄴ눈,n,,,
????뭐야,n,,,
뭔 노래얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
???,q,,,
ㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
((,n,,,
ㅋㅋㅋㅋㅋㅋ,j,,,
떡보끼,n,,,
이거 뭐여,d,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅌㅋㅋㅋㅋㅋㅋㅋ,j,,,
아니 이거 뭐옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
깜짝아,su,,,
아 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
?????????????,q,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
깜짝아,su,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래 귀여워ㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴㅅㄴㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋ노래ㅋㅋㅋ 기엽다,j,,,
아니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아니 이게 뭐람,n,,,
????,q,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 깜짝놀랐넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
떡볶이??,n,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
오늘 떡볶이 컨셉이네....,n,,,
아 개웃겨,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
와 노래 넘 좋다,n,,,
ㅅㄴㅅㄴ!!!!!!!!!!!!,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
딱선준ㅋㅋㅋ,n,,,
아니 이게 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
)),n,,,
??,q,,,
오오뎅을~ 파는 아줌마~~~,n,,,
머야,n,,,
떡볶이 시킴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
개웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이게뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
순대와~,n,,,
sunbaTwerk1 sunbaTwerk1,n,,,
떡볶이노래뭐얔ㅋㅋㅋㅋㅋㅋ,n,,,
노래 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아니 노래 귀엽네....,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 절라귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래 뭐얔ㅋㅋㅋㅋㅋㅋㅋ,j,,,
뭐야 이노랜,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 어이없어,n,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이거 찾느라 늦었나,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㄱㅋㅋㄱㅋㄱㅋㅋㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㅋㄱㅋㅋㄱㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
개띵곡이다,n,,,
이런노랜 어디서 찾는거에요 ㅋㅋㅋ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래 왜이럼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
?ㅋㅋㅋㅋ,j,,,
선곡무엇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
뭔노래야??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
왜저랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
개웃겨,j,,,
이런 노래도 있어?ㅋㅋㅋㅋㅋㅋ,j,,,
귀엽네요,n,,,
미치겠다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래가 뭔데 잼민이다,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이런 노래는 어케 찾은거ㅋㅋㅋㅋㅋㅋ,j,,,
((,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
미친ㅋㅋㅋㅋㅋㅋ,j,,,
오방화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
떡뻐낐와 오뎅을 파는 아즘마~,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ,j,,,
ㅋㅋㅋ,j,,,
((,n,,,
오뎅이 아닙니다 어묵입니다 (엄근진),n,,,
떡볶이 노래..?,n,,,
ㅅㄴㅅㄴ,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌ,j,,,
ㅋㅋㅋㅋㅋ,j,,,
이거 유튜부에 잇던노래잔아여,n,,,
sunbaTwerk1 sunbaTwerk1 sunbaTwerk1,n,,,
왜안팔아요,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 노래 개귀엽다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
앜ㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
)),n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 개웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이거 고르려고 늦었구만....,n,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
뭐야,n,,,
)),n,,,
노래 찾으느라 늦으셨구만?,n,,,
뭔노래에욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 개웃겨 진짴ㅋㅋ센스 오진다 선바,j,,,
달지 아나요~,n,,,
이게뭐에요,n,,,
ㅅㄴㅅㄴ,n,,,
((,n,,,
ㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴㅅㄴㅅㄴㅅㄴㅅㄴ,n,,,
)),n,,,
아니ㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
이게 뭐여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅅㄴㅅㄴ,n,,,
며용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
아 순대 ㄲㅂ,n,,,
노래모얔ㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래 개귀엽네,n,,,
머임ㅋㅋㅋㅋㅋㅋㅋ,j,,,
노래 개신박해ㅋㅋㅋㅋㅋㅋㅋㅋ,j,,,
오늘 떡볶이드세요?,n,,,
떡복이만 시키셨군요,n,,,
